EPOCHS_EMPTY_FROM_MVT_TMIN,EPOCHS_LENGTH,EPOCHS_TMIN,FMAX,FMIN,pipeline,clf__C,clf__gamma,clf__kernel,cov__estimator,ss__with_mean,ts__metric,score_A,score_B,score_C,score_X,duration_preprocessing,duration_train,memory,FILE_PATH,NUMBER_OF_SESSIONS,RANDOM_STATE,N_SPLIT,BINARY_CLASSIFICATION,VERSION,PATH_RESULTS,NAME_RESULTS,PATH_DATA_PROCESSED,FOLDER_RESULTS_ITERATIONS,NAME_RESULTS_ITERATIONS,LOG_FOLDER,SAVE_EACH_ITERATION,REMOVE_ITERATIONS,REMOVE_DATA_PROCESSED
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.01))])",0.01,0.01,rbf,oas,True,logeuclid,0.5,0.5571021912012748,0.5,0.5,469.37695503234863,250.10549759864807,2293.92578125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')), ('ts', TangentSpace()),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.01))])",0.01,0.01,rbf,lwf,False,riemann,0.5,0.5233924995924725,0.5,0.5,469.37695503234863,383.44606590270996,1780.703125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.01))])",0.01,0.01,rbf,scm,False,euclid,0.6234031403073763,0.6292744434739659,0.6205870735080934,0.6260200517081784,469.37695503234863,170.1553349494934,1768.19921875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.01, kernel='linear'))])",0.01,0.01,linear,lwf,True,logeuclid,0.8092531254496866,0.7800295370352923,0.7281312359228747,0.8037061245714503,469.37695503234863,204.06218218803406,1758.37890625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace()),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.01, kernel='linear'))])",0.01,0.01,linear,scm,False,riemann,0.8104594504000833,0.7920001754632512,0.7300694168398949,0.8079000511326941,469.37695503234863,259.82646322250366,1769.3046875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.01, kernel='poly'))])",0.01,0.01,poly,oas,False,euclid,0.5330811738760263,0.5324852802688612,0.5520593573171659,0.5347549344001964,469.37695503234863,203.06286025047302,1766.84765625,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances()),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler()),
                ('clf', SVC(C=0.01, gamma=0.01, kernel='poly'))])",0.01,0.01,poly,scm,True,logeuclid,0.833392313200155,0.8135673739232395,0.7270811357264866,0.8414311056998276,469.37695503234863,183.99055242538452,1770.6171875,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.01, kernel='sigmoid'))])",0.01,0.01,sigmoid,oas,False,riemann,0.7399063862895832,0.7385591160156028,0.753988373167672,0.7317505775238184,469.37695503234863,355.229843378067,1787.58203125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='lwf')),
                ('ts', TangentSpace(metric='euclid')),
                ('ss', StandardScaler(with_mean=False)),
                ('clf', SVC(C=0.01, gamma=0.01, kernel='sigmoid'))])",0.01,0.01,sigmoid,lwf,False,euclid,0.5831345132329562,0.5708031863369782,0.5910572549618884,0.5845222264792898,469.37695503234863,224.5184726715088,1767.45703125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
-6,1.7,-0.75,30,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')),
                ('ts', TangentSpace(metric='logeuclid')),
                ('ss', StandardScaler()), ('clf', SVC(C=0.01, gamma=0.1))])",0.01,0.1,rbf,oas,True,logeuclid,0.5,0.7091697585958765,0.5,0.5,469.37695503234863,253.62370371818542,2281.53125,./../../../data/raw/Data_npy/,-1,42,4,True,5,./results/,RSVM_MVT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_search_preproc_iter,./logs/,True,True,True
