EPOCHS_EMPTY_FROM_MVT_TMIN,EPOCHS_INTENTION_FROM_MVT_TMIN,EPOCHS_LENGTH,EPOCHS_TMIN,FMAX,FMIN,pipeline,score_A,score_B,score_C,score_X,duration_preprocessing,duration_train,memory,FILE_PATH,NUMBER_OF_SESSIONS,RANDOM_STATE,N_SPLIT,BINARY_CLASSIFICATION,VERSION,PATH_RESULTS,NAME_RESULTS,PATH_DATA_PROCESSED,FOLDER_RESULTS_ITERATIONS,NAME_RESULTS_ITERATIONS,LOG_FOLDER,SAVE_EACH_ITERATION,REMOVE_ITERATIONS,REMOVE_DATA_PROCESSED
-6,-2,2,0,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace()),
                ('vec', FlattenEEGData()), ('clf', MLPClassifier())])",0.5768203408460797,0.5798776811911779,0.543965016569063,0.5824608426117537,432.2093942165375,491.95973014831543,2924.3125,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('cov', Covariances()), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('vec', FlattenEEGData()),
                ('clf', MLPClassifier())])",0.5752109175394424,0.563476147421769,0.541477549799095,0.5678672496619683,432.2093942165375,434.27065658569336,3184.1953125,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('bp', BandPowerExtractor()), ('ss', StandardScaler()),
                ('vec', FlattenEEGData()), ('clf', MLPClassifier())])",0.4996848005589431,0.49983234345982697,0.49880382775119614,0.499845297029703,432.2093942165375,3473.596876859665,2925.9140625,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('bp', BandPowerExtractor()), ('vec', FlattenEEGData()),
                ('clf', MLPClassifier())])",0.5,0.5,0.5,0.5,432.2093942165375,3466.9653890132904,2925.87890625,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('wavelet', EEGWaveletFeatures()), ('vec', FlattenEEGData()),
                ('clf', MLPClassifier())])",0.5,0.5,0.5,0.5,432.2093942165375,1264.4954571723938,2951.0,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('wavelet', EEGWaveletFeatures()), ('ss', StandardScaler()),
                ('vec', FlattenEEGData()), ('clf', MLPClassifier())])",0.574246808321389,0.5591300358564966,0.5630214705047638,0.5585967697104225,432.2093942165375,1428.5148339271545,3152.6171875,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('cov', XdawnCovariances()), ('vec', FlattenEEGData()),
                ('clf', MLPClassifier())])",0.5,0.5,0.5,0.5,432.2093942165375,173.2887716293335,2937.24609375,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('cov', XdawnCovariances()), ('vec', MyVectorizer()),
                ('ss', StandardScaler()), ('clf', MLPClassifier())])",0.5005193848776159,0.5122504338496681,0.5062346622843525,0.5012199453424745,432.2093942165375,293.0266737937927,2945.0546875,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('csp',
                 CSP({'component_order': 'mutual_info',
 'cov_est': 'concat',
 'cov_method_params': None,
 'log': None,
 'n_components': 4,
 'norm_trace': False,
 'rank': None,
 'reg': None,
 'transform_into': 'average_power'})),
                ('vec', FlattenEEGData()), ('clf', MLPClassifier())])",0.4998414582564443,0.499412330273458,0.49520121997044014,0.49994777411776103,432.2093942165375,846.29869389534,3180.99609375,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
-6,-2,2,0,30,9,"Pipeline(steps=[('csp',
                 CSP({'component_order': 'mutual_info',
 'cov_est': 'concat',
 'cov_method_params': None,
 'log': None,
 'n_components': 4,
 'norm_trace': False,
 'rank': None,
 'reg': None,
 'transform_into': 'average_power'})),
                ('ss', StandardScaler()), ('vec', FlattenEEGData()),
                ('clf', MLPClassifier())])",0.499425805881481,0.4995834495571125,0.49700956937799046,0.49936600441890633,432.2093942165375,853.3717863559723,2939.5703125,./../../../data/raw/Data_npy/,-1,42,4,True,8,./results/,many_pipelines_MVT_search_preproc,./data/processed/,/iterations/,many_pipelines_MVT_search_preproc_iter,./logs/,True,True,True
